,favorite_count,tweet_id,retweet_count,text,timestamp,rating_numerator,rating_denominator,name,doggo,floofer,pupper,puppo,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog
302,1526,674422304705744896,586,This is Ava. She doesn't understand flowers. 12/10 would caress firmly https://t.co/BxTJAFSIgk,2015-12-09 02:56:22 +0000,12,10,Ava,None,None,None,None,https://pbs.twimg.com/media/CVwHgblWcAACWOD.jpg,1,Golden_Retriever,0.964497,True,Labrador_Retriever,0.00900618,True,Tennis_Ball,0.00713883,False
303,1186,674436901579923456,424,Meet Bailey. She plays with her food. Very childish. Doesn't even need a battle helmet smh. Still cute though. 9/10 https://t.co/CLEOjxhTEx,2015-12-09 03:54:22 +0000,9,10,Bailey,None,None,None,None,https://pbs.twimg.com/media/CVwUyM9WwAAGDjv.jpg,1,Acorn_Squash,0.375392,False,Shih-Tzu,0.105416,True,Lhasa,0.0728323,True
304,1130,674447403907457024,391,This pupper just wants a belly rub. This pupper has nothing to do w the tree being sideways now. 10/10 good pupper https://t.co/AyJ7Ohk71f,2015-12-09 04:36:06 +0000,10,10,None,None,None,pupper,None,https://pbs.twimg.com/media/CVweVUfW4AACPwI.jpg,1,Brabancon_Griffon,0.409909,True,Malinois,0.244649,True,Bull_Mastiff,0.07481950000000001,True
305,6620,674468880899788800,2248,This is Louis. He thinks he's flying. 13/10 this is a legendary pup https://t.co/6d9WziPXmx,2015-12-09 06:01:26 +0000,13,10,Louis,None,None,None,None,https://pbs.twimg.com/media/CVwx3dQXAAA0ksL.jpg,2,Chow,0.52623,True,Pomeranian,0.283647,True,Toy_Poodle,0.0676654,True
306,1100,674644256330530816,303,When you see sophomores in high school driving. 11/10 https://t.co/m6aC8d1Kzp,2015-12-09 17:38:19 +0000,11,10,None,None,None,None,None,https://pbs.twimg.com/media/CVzRXmXWIAA0Fkr.jpg,1,Soccer_Ball,0.398102,False,Basset,0.335692,True,Cocker_Spaniel,0.0729408,True
307,1519,674646392044941312,552,Two gorgeous dogs here. Little waddling dog is a rebel. Refuses to look at camera. Must be a preteen. 5/10 &amp; 8/10 https://t.co/YPfw7oahbD,2015-12-09 17:46:48 +0000,5,10,None,None,None,None,None,https://pbs.twimg.com/media/CVzTUGrW4AAirJH.jpg,1,Flat-Coated_Retriever,0.837448,True,Groenendael,0.0861665,True,Labrador_Retriever,0.016052200000000003,True
308,984,674664755118911488,274,This is Rodman. He's getting destroyed by the surfs. Valiant effort though. 10/10 better than most puppers probably https://t.co/S8wCLemrNb,2015-12-09 18:59:46 +0000,10,10,Rodman,None,None,None,None,https://pbs.twimg.com/media/CVzkA7-WsAAcXz6.jpg,1,African_Crocodile,0.330625,False,American_Alligator,0.0753557,False,Mink,0.0574807,False
309,1730,674670581682434048,714,Meet Jeb &amp; Bush. Jeb is somehow stuck in that fence and Bush won't stop whispering sweet nothings in his ear. 9/10s https://t.co/NRNExUy9Hm,2015-12-09 19:22:56 +0000,9,10,Jeb,None,None,None,None,https://pbs.twimg.com/media/CVzpUGUWUAAo7Vn.jpg,1,Malamute,0.180079,True,Eskimo_Dog,0.178033,True,Siberian_Husky,0.07796610000000001,True
310,1231,674690135443775488,506,Meet Patrick. He's an exotic pup. Jumps great distances for a dog. Always gets injured when I toss him a ball. 3/10 https://t.co/Unz1uNrOzo,2015-12-09 20:40:38 +0000,3,10,Patrick,None,None,None,None,https://pbs.twimg.com/media/CVz7FxXWUAAlTRP.jpg,1,Tick,0.242538,False,Nail,0.212589,False,Screw,0.17283800000000002,False
311,686,674737130913071104,102,Meet Rufio. He is unaware of the pink legless pupper wrapped around him. Might want to get that checked 10/10 &amp; 4/10 https://t.co/KNfLnYPmYh,2015-12-09 23:47:22 +0000,10,10,Rufio,None,None,pupper,None,https://pbs.twimg.com/media/CV0l10AU8AAfg-a.jpg,1,Pomeranian,0.948537,True,Schipperke,0.0143099,True,Chihuahua,0.00812024,True
312,1190,674739953134403584,430,"""🎶 DO YOU BELIEVE IN LIFE AFTER LOVE 🎶""
11/10 https://t.co/URNs5zFskc",2015-12-09 23:58:35 +0000,11,10,None,None,None,None,None,https://pbs.twimg.com/media/CV0oaHFW4AA9Coi.jpg,1,Dandie_Dinmont,0.17591500000000002,True,Black-Footed_Ferret,0.0965343,False,Toy_Poodle,0.0641447,True
313,1499,674743008475090944,602,This is Sophie. She just saw a spider. 10/10 don't just stand there Sophie https://t.co/VagYftZccT,2015-12-10 00:10:43 +0000,10,10,Sophie,None,None,None,None,https://pbs.twimg.com/media/CV0rL7RWEAAbhqm.jpg,1,Bernese_Mountain_Dog,0.583054,True,Shetland_Sheepdog,0.0659904,True,Greater_Swiss_Mountain_Dog,0.0652362,True
314,1574,674752233200820224,513,Everyone please just appreciate how perfect these two photos are. 12/10 for both https://t.co/rLf7asnHxO,2015-12-10 00:47:23 +0000,12,10,None,None,None,None,None,https://pbs.twimg.com/media/CV0zkzEU4AAzLc5.jpg,2,Vizsla,0.665516,True,Redbone,0.17336600000000002,True,Basset,0.134783,True
315,844,674764817387900928,262,These two pups are masters of camouflage. Very dedicated to the craft. Both must've spent decades practicing. 10/10s https://t.co/RBiQ8hPqwr,2015-12-10 01:37:23 +0000,10,10,None,None,None,None,None,https://pbs.twimg.com/media/CV0_BSuWIAIvE9k.jpg,2,Samoyed,0.634695,True,Arctic_Fox,0.30985300000000005,False,Kuvasz,0.019641,True
316,1966,674767892831932416,874,This pup was carefully tossed to make it look like she's riding that horse. I have no words this is fabulous. 12/10 https://t.co/Bob33W4sfD,2015-12-10 01:49:36 +0000,12,10,None,None,None,None,None,https://pbs.twimg.com/media/CV1B0WkWwAEBKVx.jpg,1,Shower_Curtain,0.238855,False,Sarong,0.0924141,False,Kimono,0.0564125,False
317,1205,674774481756377088,529,This is Superpup. His head isn't proportional to his body. Has yet to serve any justice. 11/10 maybe one day pupper https://t.co/gxIFgg8ktm,2015-12-10 02:15:47 +0000,11,10,Superpup,None,None,pupper,None,https://pbs.twimg.com/media/CV1HztsWoAAuZwo.jpg,1,Chihuahua,0.407016,True,French_Bulldog,0.30997800000000003,True,Siamese_Cat,0.227677,False
318,2144,674781762103414784,1326,Bedazzled pup here. Fashionable af. Super yellow. Looks hella fluffy. Webbed paws for efficient fetching. 8/10 https://t.co/ot8yMUGodj,2015-12-10 02:44:43 +0000,8,10,None,None,None,None,None,https://pbs.twimg.com/media/CV1ObvEWcAA7c6i.jpg,1,Ocarina,0.148975,False,Hamster,0.06898489999999999,False,Wool,0.0317285,False
319,863,674788554665512960,229,Say hello to Maggie. She's a Western Septic Downy. Pretends to be Mexican. Great hardwood flooring. 9/10 https://t.co/P3ElQ2wsjb,2015-12-10 03:11:43 +0000,9,10,Maggie,None,None,None,None,https://pbs.twimg.com/media/CV1Um8vWIAAmhQn.jpg,1,Miniature_Poodle,0.349561,True,Toy_Poodle,0.154711,True,Maltese_Dog,0.134229,True
320,1174,674790488185167872,276,ER... MER... GERD 13/10 https://t.co/L1puJISV1a,2015-12-10 03:19:24 +0000,13,10,None,None,None,None,None,https://pbs.twimg.com/media/CV1WXsmWcAAgQ56.jpg,1,Labrador_Retriever,0.8019029999999999,True,Chesapeake_Bay_Retriever,0.193575,True,Rottweiler,0.00119305,True
321,3208,674800520222154752,941,This is Tedders. He broke his leg saving babies from the Pompeii eruption. 11/10 where's his Purple Heart? @POTUS https://t.co/cMI2AcLm4B,2015-12-10 03:59:15 +0000,11,10,Tedders,None,None,None,None,https://pbs.twimg.com/media/CV1ffl3XAAAiFyr.jpg,1,Pembroke,0.8764790000000001,True,Cardigan,0.0969114,True,Dingo,0.00919567,False
322,927,674805413498527744,389,"When your entire life is crumbling before you and you're trying really hard to hold your shit together.
10/10 https://t.co/vqFkgYPCW8",2015-12-10 04:18:42 +0000,10,10,None,None,None,None,None,https://pbs.twimg.com/ext_tw_video_thumb/674805331965399040/pu/img/-7bw8niVrgIkLKOW.jpg,1,English_Springer,0.594467,True,Cocker_Spaniel,0.389994,True,Welsh_Springer_Spaniel,0.00709611,True
323,1046,675006312288268288,250,Say hello to Mollie. This pic was taken after she bet all her toys on Ronda Rousey. 10/10 hang in there pupper https://t.co/QMmAqA9VqO,2015-12-10 17:37:00 +0000,10,10,Mollie,None,None,pupper,None,https://pbs.twimg.com/media/CV4aqCwWsAIi3OP.jpg,1,Boxer,0.654697,True,Space_Heater,0.043388800000000005,False,Beagle,0.0428476,True
324,2899,675015141583413248,1322,Meet Moe. He's a golden Fetty Woof. Doesn't respect the authorities. Might own a motorhome? 10/10 revolutionary pup https://t.co/JAncIdNp8G,2015-12-10 18:12:05 +0000,10,10,Moe,None,None,None,None,https://pbs.twimg.com/media/CV4iqh5WcAEV1E6.jpg,1,Street_Sign,0.290091,False,Golden_Retriever,0.258372,True,Sandbar,0.132173,False
325,1034,675111688094527488,277,Say hello to Oliver. He thought what was inside the pillow should be outside the pillow. Blurry since birth. 8/10 https://t.co/lFU9W31Fg9,2015-12-11 00:35:44 +0000,8,10,Oliver,None,None,None,None,https://pbs.twimg.com/media/CV56f54WsAEv4kJ.jpg,1,Labrador_Retriever,0.631501,True,Brittany_Spaniel,0.101927,True,Chesapeake_Bay_Retriever,0.0626498,True
326,2104,675113801096802304,871,Meet Zuzu. He just graduated college. Astute pupper. Needs 2 leashes to contain him. Wasn't ready for the pic. 10/10 https://t.co/2H5SKmk0k7,2015-12-11 00:44:07 +0000,10,10,Zuzu,None,None,pupper,None,https://pbs.twimg.com/media/CV58a4nXAAApywo.jpg,1,Bow,0.16802,False,Quill,0.108807,False,Joystick,0.0433118,False
327,2288,675145476954566656,996,What an honor. 3 dogs here. Blond one is clearly a gymnast. Other two just confused. Very nifty pups. 9/10 for all https://t.co/YDgstgIDGs,2015-12-11 02:49:59 +0000,9,10,None,None,None,None,None,https://pbs.twimg.com/media/CV6ZOPqWsAA20Uj.jpg,1,Labrador_Retriever,0.458746,True,Great_Dane,0.235504,True,Staffordshire_Bullterrier,0.116864,True
328,1289,675146535592706048,343,This is Coops. He's yelling at the carpet. Not very productive Coops. 7/10 https://t.co/Uz52oYnHzF,2015-12-11 02:54:12 +0000,7,10,Coops,None,None,None,None,https://pbs.twimg.com/media/CV6aMToXIAA7kH4.jpg,1,Dingo,0.28844699999999995,False,Cardigan,0.229944,True,Pembroke,0.190407,True
329,1018,675147105808306176,271,When you're presenting a group project and the 4th guy tells the teacher that he did all the work. 10/10 https://t.co/f50mbB4UWS,2015-12-11 02:56:28 +0000,10,10,None,None,None,None,None,https://pbs.twimg.com/media/CV6atgoWcAEsdv6.jpg,1,Golden_Retriever,0.949215,True,Labrador_Retriever,0.016765400000000003,True,Flat-Coated_Retriever,0.0106373,True
330,6025,675153376133427200,2710,What kind of person sends in a picture without a dog in it? 1/10 just because that's a nice table https://t.co/RDXCfk8hK0,2015-12-11 03:21:23 +0000,1,10,None,None,None,None,None,https://pbs.twimg.com/media/CV6gaUUWEAAnETq.jpg,1,Paper_Towel,0.327957,False,Mailbox,0.09602689999999997,False,Seat_Belt,0.034995099999999994,False
331,2985,675334060156301312,1421,Good morning here's a grass pupper. 12/10 https://t.co/2d68FmWGGs,2015-12-11 15:19:21 +0000,12,10,None,None,None,pupper,None,https://pbs.twimg.com/media/CV9EvZNUwAAgLCK.jpg,2,Pembroke,0.773135,True,Cardigan,0.11681,True,Chow,0.0390362,True
332,34994,675354435921575936,18841,Everyone needs to watch this. 13/10 https://t.co/Bb3xnpsWBC,2015-12-11 16:40:19 +0000,13,10,None,None,None,None,None,https://pbs.twimg.com/ext_tw_video_thumb/675354114423808004/pu/img/qL1R_nGLqa6lmkOx.jpg,1,Upright,0.303415,False,Golden_Retriever,0.181351,True,Brittany_Spaniel,0.16208399999999998,True
333,1130,675362609739206656,258,This is Daisy. She loves that shoe. Still no seat belt. Super churlish. 12/10 the dogs are killing it today https://t.co/cZlkvgRPdn,2015-12-11 17:12:48 +0000,12,10,Daisy,None,None,None,None,https://pbs.twimg.com/media/CV9etctWUAAl5Hp.jpg,1,Labrador_Retriever,0.479008,True,Ice_Bear,0.218289,False,Kuvasz,0.13991099999999998,True
334,1616,675432746517426176,624,Happy Friday. Here's some golden puppers. 12/10 for all https://t.co/wNkqAED6lG,2015-12-11 21:51:30 +0000,12,10,None,None,None,None,None,https://pbs.twimg.com/media/CV-ef64WoAAbh0I.jpg,1,Labrador_Retriever,0.986548,True,Golden_Retriever,0.00886185,True,Chihuahua,0.000693528,True
335,1975,675483430902214656,1069,Rare shielded battle dog here. Very happy about abundance of lettuce. Painfully slow fetcher. Still petable. 5/10 https://t.co/C3tlKVq7eO,2015-12-12 01:12:54 +0000,5,10,None,None,None,None,None,https://pbs.twimg.com/media/CV_MmGZU8AAggM6.jpg,1,Box_Turtle,0.543706,False,Terrapin,0.2026,False,Loggerhead,0.0711215,False
336,1390,675489971617296384,666,RT until we find this dog. Clearly a cool dog (front leg relaxed out window). Looks to be a superb driver. 10/10 https://t.co/MnTrKaQ8Wn,2015-12-12 01:38:53 +0000,10,10,None,None,None,None,None,https://pbs.twimg.com/media/CV_SimUWoAAvJSY.jpg,1,West_Highland_White_Terrier,0.139613,True,Seat_Belt,0.118647,False,Old_English_Sheepdog,0.0939522,True
337,3366,675497103322386432,1431,Meet Reggie. He's going for the world record. Must concentrate. Focus up pup. 11/10 we all believe in you Reggie https://t.co/h3AWz4AzuC,2015-12-12 02:07:14 +0000,11,10,Reggie,None,None,None,None,https://pbs.twimg.com/media/CV_ZAhcUkAUeKtZ.jpg,1,Vizsla,0.5195890000000001,True,Miniature_Pinscher,0.0647712,True,Rhodesian_Ridgeback,0.0614913,True
338,18373,675501075957489664,6427,"I shall call him squishy and he shall be mine, and he shall be my squishy. 13/10 https://t.co/WId5lxNdPH",2015-12-12 02:23:01 +0000,13,10,None,None,None,None,None,https://pbs.twimg.com/media/CV_cnjHWUAADc-c.jpg,1,Dough,0.806757,False,Bakery,0.0279066,False,French_Loaf,0.0181889,False
339,1401,675517828909424640,502,12/10 stay woke https://t.co/XDiQw4Akiw,2015-12-12 03:29:35 +0000,12,10,None,None,None,None,None,https://pbs.twimg.com/media/CV_r3v4VAAALvwg.jpg,1,Scottish_Deerhound,0.240591,True,Groenendael,0.156916,True,Flat-Coated_Retriever,0.0908994,True
340,1111,675522403582218240,310,Meet Sammy. He's a Motorola Firefox. Hat under hoodie (must be a half-decent up and coming white rapper) 10/10 https://t.co/rO2zxf0OQ0,2015-12-12 03:47:46 +0000,10,10,Sammy,None,None,None,None,https://pbs.twimg.com/media/CV_wCh8W4AEWWZ9.jpg,1,Cocker_Spaniel,0.299708,True,Golden_Retriever,0.263665,True,Irish_Setter,0.0803233,True
341,1262,675531475945709568,424,This is Ellie AKA Queen Slayer of the Orbs. Very self-motivated. Great yard. Rad foliage. 10/10 would pet diligently https://t.co/c9jmg3Xtzn,2015-12-12 04:23:49 +0000,10,10,Ellie,None,None,None,None,https://pbs.twimg.com/media/CV_4ShmUYAA3wNu.jpg,1,Pembroke,0.918441,True,Cardigan,0.0273395,True,Siberian_Husky,0.020221,True
342,1938,675534494439489536,467,Seriously guys?! Only send in dogs. I only rate dogs. This is a baby black bear... 11/10 https://t.co/H7kpabTfLj,2015-12-12 04:35:48 +0000,11,10,a,None,None,None,None,https://pbs.twimg.com/media/CV_7CV6XIAEV05u.jpg,1,Chow,0.749368,True,Schipperke,0.13373800000000002,True,Newfoundland,0.0499138,True
343,688,675706639471788032,104,This is a Sizzlin Menorah spaniel from Brooklyn named Wylie. Lovable eyes. Chiller as hell. 10/10 and I'm out.. poof https://t.co/7E0AiJXPmI,2015-12-12 15:59:51 +0000,10,10,a,None,None,None,None,https://pbs.twimg.com/media/CWCXj35VEAIFvtk.jpg,1,English_Springer,0.9903,True,Welsh_Springer_Spaniel,0.00207991,True,Cocker_Spaniel,0.00201378,True
344,2030,675710890956750848,918,This is Lenny. He was just told that he couldn't explore the fish tank. 12/10 smh all that work for nothing https://t.co/JWi6YrpiO1,2015-12-12 16:16:45 +0000,12,10,Lenny,None,None,None,None,https://pbs.twimg.com/media/CWCbd8ZWoAAtqoH.jpg,2,Standard_Schnauzer,0.4414270000000001,True,Miniature_Schnauzer,0.248885,True,Sealyham_Terrier,0.164967,True
345,1734,675781562965868544,526,Say hello to Buddah. He was Waldo for Halloween. 11/10 https://t.co/DVAqAnb624,2015-12-12 20:57:34 +0000,11,10,Buddah,None,None,None,None,https://pbs.twimg.com/media/CWDbv2yU4AARfeH.jpg,1,Maltese_Dog,0.921968,True,West_Highland_White_Terrier,0.0178107,True,Toy_Poodle,0.0135554,True
346,11024,675798442703122432,3755,This is Bernie. He just touched a boob for the first time. 10/10 https://t.co/whQKMygnK6,2015-12-12 22:04:39 +0000,10,10,Bernie,None,None,None,None,https://pbs.twimg.com/media/CWDrGH4UYAARoq_.jpg,1,Beagle,0.681218,True,Basset,0.125121,True,Boxer,0.0803982,True
347,1641,675822767435051008,586,🎶 HELLO FROM THE OTHER SIIIIIIIIDE 🎶 10/10s https://t.co/GK2HJtkdQk,2015-12-12 23:41:18 +0000,10,10,None,None,None,None,None,https://pbs.twimg.com/media/CWEBOFYWwAA-O2c.jpg,1,Pomeranian,0.4607100000000001,True,Chow,0.202765,True,Pekinese,0.133266,True
348,2461,675845657354215424,988,"This is Pepper. She's not fully comfortable riding her imaginary bike yet. 10/10 don't worry pupper, it gets easier https://t.co/40dj4eTsXG",2015-12-13 01:12:15 +0000,10,10,Pepper,None,None,pupper,None,https://pbs.twimg.com/media/CWEWClfW4AAnqhG.jpg,1,Pug,0.8839520000000001,True,Boston_Bull,0.0110568,True,French_Bulldog,0.00983981,True
349,2902,675853064436391936,1441,Here we have an entire platoon of puppers. Total score: 88/80 would pet all at once https://t.co/y93p6FLvVw,2015-12-13 01:41:41 +0000,88,80,None,None,None,None,None,https://pbs.twimg.com/media/CWEcxqWVEAAHyGH.jpg,1,Labrador_Retriever,0.868367,True,Golden_Retriever,0.0433046,True,Vizsla,0.0282072,True
350,4490,675878199931371520,1559,"Ok, I'll admit this is a pretty adorable bunny hopping towards the ocean but please only send in dogs... 11/10 https://t.co/sfsVCGIipI",2015-12-13 03:21:34 +0000,11,10,None,None,None,None,None,https://pbs.twimg.com/media/CWEzo19WoAEiOCj.jpg,1,Wood_Rabbit,0.785756,False,Hare,0.118181,False,Cardigan,0.0436271,True
351,2562,675888385639251968,1061,Breathtaking scene. A father taking care of his newborn pup. Tugs at the heartstrings. 10/10 restores my faith https://t.co/06oZdehGEa,2015-12-13 04:02:03 +0000,10,10,None,None,None,None,None,https://pbs.twimg.com/media/CWE85snWIAEG5ES.jpg,1,West_Highland_White_Terrier,0.672117,True,Old_English_Sheepdog,0.146147,True,Komondor,0.023141400000000003,True
352,1420,676089483918516224,475,"""Yes hello I'ma just snag this here toasted bagel real quick. carry on."" 9/10 https://t.co/Cuz0Osnekp",2015-12-13 17:21:08 +0000,9,10,None,None,None,None,None,https://pbs.twimg.com/media/CWHzzFGXIAA0Y_H.jpg,1,Bull_Mastiff,0.743808,True,Boxer,0.106697,True,American_Staffordshire_Terrier,0.0423353,True
353,3024,676101918813499392,1275,Meet Striker. He's ready for Christmas. 11/10 https://t.co/B3xxSLjQSH,2015-12-13 18:10:33 +0000,11,10,Striker,None,None,None,None,https://pbs.twimg.com/media/CWH_FTgWIAAwOUy.jpg,1,Shih-Tzu,0.225848,True,Norfolk_Terrier,0.186873,True,Irish_Terrier,0.10698699999999997,True
354,1865,676215927814406144,651,This is Herm. He just wants to be like the other dogs. Sneaky tongue slip. Super fuzzy. 9/10 would cuddle firmly https://t.co/tg8h9lzCHv,2015-12-14 01:43:35 +0000,9,10,Herm,None,None,None,None,https://pbs.twimg.com/media/CWJmzNsWUAE706Z.jpg,1,Hamster,0.999484,False,Guinea_Pig,0.00015821700000000002,False,Broccoli,6.0911000000000014e-05,False
355,66626,676219687039057920,31670,This is Kenneth. He's stuck in a bubble. 10/10 hang in there Kenneth https://t.co/uQt37xlYMJ,2015-12-14 01:58:31 +0000,10,10,Kenneth,None,None,None,None,https://pbs.twimg.com/media/CWJqN9iWwAAg86R.jpg,1,Bubble,0.997556,False,Leafhopper,0.000158961,False,Whippet,0.000132464,True
356,2222,676263575653122048,604,All this pupper wanted to do was go skiing. No one told him about the El Niño. Poor pupper. 10/10 maybe next year https://t.co/fTgbq1UBR9,2015-12-14 04:52:55 +0000,10,10,None,None,None,pupper,None,https://pbs.twimg.com/media/CWKSIfUUYAAiOBO.jpg,1,Teddy,0.0982826,False,Toy_Poodle,0.0980293,True,Shopping_Basket,0.07785210000000001,False
357,1515,676430933382295552,384,"Meet Duke. He's an Urban Parmesan. They know he's scared of the green rubber dog. ""Why u do dis?"" thinks Duke. 10/10 https://t.co/3bim9U5Idr",2015-12-14 15:57:56 +0000,10,10,Duke,None,None,None,None,https://pbs.twimg.com/media/CWMqV7WUYAEEClG.jpg,1,Golden_Retriever,0.583875,True,Cocker_Spaniel,0.203671,True,Labrador_Retriever,0.0361217,True
358,2015,676533798876651520,612,ITSOFLUFFAYYYYY 12/10 https://t.co/bfw13CnuuZ,2015-12-14 22:46:41 +0000,12,10,None,None,None,None,None,https://pbs.twimg.com/media/CWOH4s9U8AEtkmQ.jpg,1,Chow,0.26527399999999995,True,Ice_Bear,0.167614,False,Fur_Coat,0.117506,False
359,1299,676582956622721024,309,"Meet Vinnie. He's having fun while being safe. Well not a lot of fun, but definitely safe, and that's important 8/10 https://t.co/vZYtynZZlH",2015-12-15 02:02:01 +0000,8,10,Vinnie,None,None,None,None,https://pbs.twimg.com/media/CWO0m8tUwAAB901.jpg,1,Seat_Belt,0.790028,False,Boston_Bull,0.196307,True,French_Bulldog,0.0124289,True
360,1267,676603393314578432,435,This is Godzilla pupper. He had a ruff childhood &amp; now deflects that pain outward by terrorizing cities. Tragic 9/10 https://t.co/g1tLGkyaxr,2015-12-15 03:23:14 +0000,9,10,Godzilla,None,None,pupper,None,https://pbs.twimg.com/media/CWPHMqKVAAAE78E.jpg,1,Whippet,0.8770209999999999,True,Great_Dane,0.0341819,True,Boxer,0.028404,True
361,2024,676606785097199616,486,*screeches for a sec and then faints* 12/10 https://t.co/N5QL4ySBEx,2015-12-15 03:36:42 +0000,12,10,None,None,None,None,None,https://pbs.twimg.com/media/CWPKSGpWcAQN6mw.jpg,1,Loafer,0.202999,False,Doormat,0.200411,False,Malinois,0.1423,True
362,3114,676617503762681856,1098,I promise this wasn't meant to be a cuteness overload account but ermergerd look at this cozy pupper. 13/10 https://t.co/mpQl2rJjDh,2015-12-15 04:19:18 +0000,13,10,None,None,None,pupper,None,https://pbs.twimg.com/media/CWPUB9TWwAALPPx.jpg,1,Chihuahua,0.841084,True,Pomeranian,0.12053,True,Pekinese,0.00660034,True
363,5363,676776431406465024,2228,"When someone yells ""cops!"" at a party and you gotta get your drunk friend out of there. 10/10 https://t.co/4rMZi5Ca1k",2015-12-15 14:50:49 +0000,10,10,None,None,None,None,None,https://pbs.twimg.com/ext_tw_video_thumb/676776408941662209/pu/img/k-6I3YEZAQtYPBXR.jpg,1,Doormat,0.201346,False,Dishwasher,0.191749,False,Microwave,0.038110000000000005,False
364,1520,676811746707918848,467,Say hello to Penny &amp; Gizmo. They are practicing their caroling. The ambition in the room is tangible. 9/10 for both https://t.co/aqBHjjh5VD,2015-12-15 17:11:09 +0000,9,10,Penny,None,None,None,None,https://pbs.twimg.com/media/CWSEsO9WwAAX-fZ.jpg,1,Chihuahua,0.440916,True,Pomeranian,0.345806,True,Cocker_Spaniel,0.0603312,True
365,2269,676864501615042560,798,Meet Ash. He's just a head now. Lost his body during the Third Crusade. Still in good spirits. 10/10 would pet well https://t.co/NJj2uP0atK,2015-12-15 20:40:47 +0000,10,10,Ash,None,None,None,None,https://pbs.twimg.com/media/CWS0q8iU8AE2Srr.jpg,1,Chesapeake_Bay_Retriever,0.371146,True,Water_Buffalo,0.0995963,False,Weimaraner,0.0489679,True
366,13708,676936541936185344,5468,Here we see a rare pouched pupper. Ample storage space. Looks alert. Jumps at random. Kicked open that door. 8/10 https://t.co/mqvaxleHRz,2015-12-16 01:27:03 +0000,8,10,None,None,None,pupper,None,https://pbs.twimg.com/media/CWT2MUgWIAECWig.jpg,1,Chesapeake_Bay_Retriever,0.5452859999999999,True,Norwegian_Elkhound,0.081482,True,Space_Heater,0.0473911,False
367,2337,676948236477857792,972,This is Karl. Karl thinks he's slick. 6/10 sneaky pup https://t.co/Lo4ALwjVh4,2015-12-16 02:13:31 +0000,6,10,Karl,None,None,None,None,https://pbs.twimg.com/media/CWUA1GFW4AAowiq.jpg,1,Guenon,0.611603,False,Macaque,0.135176,False,Squirrel_Monkey,0.08324730000000001,False
368,2379,676957860086095872,900,10/10 I'd follow this dog into battle no questions asked https://t.co/ngTNXYQF0L,2015-12-16 02:51:45 +0000,10,10,None,None,None,None,None,https://pbs.twimg.com/ext_tw_video_thumb/676957802976419840/pu/img/dCj-qlXo73A5hf6Q.jpg,1,Labrador_Retriever,0.772423,True,Beagle,0.055901699999999985,True,Golden_Retriever,0.0311519,True
369,2957,677187300187611136,1027,Here we see a Byzantine Rigatoni. Very aerodynamic. No eyes. Actually not windy here they just look like that. 9/10 https://t.co/gzI0m6wXRo,2015-12-16 18:03:28 +0000,9,10,None,None,None,None,None,https://pbs.twimg.com/media/CWXaQMBWcAAATDi.jpg,1,English_Setter,0.282396,True,Shih-Tzu,0.08411189999999999,True,Old_English_Sheepdog,0.059538,True
370,3817,677228873407442944,1824,Say hello to Chuq. He just wants to fit in. 11/10 https://t.co/hGkMCjZzn4,2015-12-16 20:48:40 +0000,11,10,Chuq,None,None,None,None,https://pbs.twimg.com/media/CWYAEINW4AIuw8P.jpg,1,Common_Iguana,0.566338,False,Tennis_Ball,0.154646,False,Green_Lizard,0.0449758,False
371,2142,677269281705472000,784,This is the happiest pupper I've ever seen. 10/10 would trade lives with https://t.co/ep8ATEJwRb,2015-12-16 23:29:14 +0000,10,10,the,None,None,pupper,None,https://pbs.twimg.com/media/CWYk0WxWoAAEwRt.jpg,1,Shetland_Sheepdog,0.656616,True,Collie,0.195405,True,German_Shepherd,0.0131032,True
372,1357,677301033169788928,466,This is Juckson. He's totally on his way to a nascar race. 5/10 for Juckson https://t.co/IoLRvF0Kak,2015-12-17 01:35:24 +0000,5,10,Juckson,None,None,None,None,https://pbs.twimg.com/media/CWZBsjPWsAAZFFl.jpg,1,Japanese_Spaniel,0.6611779999999999,True,Pekinese,0.150119,True,Chihuahua,0.11972,True
373,3923,677328882937298944,1674,This is Derek. All the dogs adore Derek. He's a great guy. 10/10 really solid pup https://t.co/KgcsGNb61s,2015-12-17 03:26:04 +0000,10,10,Derek,None,None,None,None,https://pbs.twimg.com/media/CWZbBlAUsAAjRg5.jpg,1,Water_Buffalo,0.42425,False,Kelpie,0.0290541,True,Staffordshire_Bullterrier,0.0284697,True
374,1180,677331501395156992,263,Meet Humphrey. He's a Northern Polyp Viagra. One ear works. Face stuck like that. Always surprised. 9/10 petable af https://t.co/FS7eJQM2F4,2015-12-17 03:36:28 +0000,9,10,Humphrey,None,None,None,None,https://pbs.twimg.com/media/CWZdaGxXAAAjGjb.jpg,1,Beagle,0.313464,True,Boxer,0.21850300000000006,True,French_Bulldog,0.106462,True
375,1468,677334615166730240,326,This dog gave up mid jump. 9/10 https://t.co/KmMv3Y2zI8,2015-12-17 03:48:51 +0000,9,10,None,None,None,None,None,https://pbs.twimg.com/media/CWZgPPUWUAAUOvu.jpg,2,Lakeland_Terrier,0.859392,True,Airedale,0.0672917,True,Irish_Water_Spaniel,0.0495306,True
